word,korean_meaning,selected_pos,selected_meaning,english_definition,example_sentence,example_translation,topic_group,assigned_topic,skipped_topics,skip_reason,image_prompt,video_prompt,safety_replaced,quality_status,generation_status,retry_count,failure_reason,manual_review
investigate,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The investigate is important.,investigate(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The investigate is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The investigate is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
reinforce,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The reinforce is important.,reinforce(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The reinforce is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The reinforce is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
govern,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The govern is important.,govern(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The govern is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The govern is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
rate,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The rate is important.,rate(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The rate is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The rate is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
economic,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The economic is important.,economic(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The economic is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The economic is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
budget,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The budget is important.,budget(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The budget is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The budget is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
possible,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The possible is important.,possible(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The possible is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The possible is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
income,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The income is important.,income(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The income is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The income is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
crisis,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The crisis is important.,crisis(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The crisis is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The crisis is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
trade,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The trade is important.,trade(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The trade is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The trade is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
offer,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The offer is important.,offer(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The offer is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The offer is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
specific,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The specific is important.,specific(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The specific is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The specific is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
several,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The several is important.,several(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The several is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The several is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
severe,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The severe is important.,severe(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The severe is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The severe is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
invest,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The invest is important.,invest(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The invest is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The invest is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
wealth,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The wealth is important.,wealth(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The wealth is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The wealth is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
provide,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The provide is important.,provide(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The provide is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The provide is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
merchant,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The merchant is important.,merchant(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The merchant is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The merchant is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
finance,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The finance is important.,finance(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The finance is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The finance is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
derive,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The derive is important.,derive(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The derive is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The derive is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
credit,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The credit is important.,credit(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The credit is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The credit is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
substitute,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The substitute is important.,substitute(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The substitute is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The substitute is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
debt,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The debt is important.,debt(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The debt is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The debt is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
bill,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The bill is important.,bill(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The bill is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The bill is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
cancel,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The cancel is important.,cancel(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The cancel is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The cancel is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
replace,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The replace is important.,replace(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The replace is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The replace is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
property,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The property is important.,property(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The property is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The property is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
refund,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The refund is important.,refund(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The refund is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The refund is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
branch,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The branch is important.,branch(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The branch is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The branch is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
recover,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The recover is important.,recover(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The recover is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The recover is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
hardship,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The hardship is important.,hardship(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The hardship is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The hardship is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
assemble,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The assemble is important.,assemble(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The assemble is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The assemble is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
proceed,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The proceed is important.,proceed(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The proceed is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The proceed is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
precede,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The precede is important.,precede(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The precede is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The precede is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
stir,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The stir is important.,stir(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The stir is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The stir is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
independent,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The independent is important.,independent(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The independent is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The independent is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
overall,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The overall is important.,overall(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The overall is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The overall is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
approach,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The approach is important.,approach(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The approach is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The approach is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
challenge,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The challenge is important.,challenge(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The challenge is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The challenge is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
impact,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The impact is important.,impact(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The impact is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The impact is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
accelerate,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The accelerate is important.,accelerate(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The accelerate is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The accelerate is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
collapse,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The collapse is important.,collapse(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The collapse is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The collapse is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
purchase,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The purchase is important.,purchase(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The purchase is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The purchase is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
account,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The account is important.,account(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The account is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The account is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
industry,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The industry is important.,industry(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The industry is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The industry is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
policy,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The policy is important.,policy(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The policy is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The policy is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
commercial,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The commercial is important.,commercial(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The commercial is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The commercial is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
convey,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The convey is important.,convey(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The convey is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The convey is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
international,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The international is important.,international(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The international is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The international is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
reveal,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The reveal is important.,reveal(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The reveal is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The reveal is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
increase,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The increase is important.,increase(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The increase is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The increase is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
depend,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The depend is important.,depend(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The depend is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The depend is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
transfer,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The transfer is important.,transfer(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The transfer is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The transfer is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
transform,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The transform is important.,transform(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The transform is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The transform is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
launch,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The launch is important.,launch(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The launch is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The launch is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
deliver,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The deliver is important.,deliver(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The deliver is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The deliver is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
measure,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The measure is important.,measure(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The measure is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The measure is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
claim,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The claim is important.,claim(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The claim is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The claim is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
satisfy,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The satisfy is important.,satisfy(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The satisfy is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The satisfy is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
opposite,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The opposite is important.,opposite(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The opposite is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The opposite is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
strategy,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The strategy is important.,strategy(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The strategy is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The strategy is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
import,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The import is important.,import(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The import is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The import is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
trap,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The trap is important.,trap(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The trap is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The trap is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
present,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The present is important.,present(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The present is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The present is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
consult,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The consult is important.,consult(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The consult is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The consult is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
organic,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The organic is important.,organic(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The organic is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The organic is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
manufacture,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The manufacture is important.,manufacture(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The manufacture is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The manufacture is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
negative,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The negative is important.,negative(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The negative is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The negative is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
peasant,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The peasant is important.,peasant(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The peasant is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The peasant is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
agriculture,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The agriculture is important.,agriculture(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The agriculture is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The agriculture is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
